Time,Demand
0,1102.5235
3600,1098.77477
7200,1097.71676
10800,1105.89125
14400,1123.92731
18000,1152.57304
21600,1188.62425
25200,1216.65877
28800,1214.6578
32400,1181.97867
36000,1137.41228
39600,1089.1322
43200,1037.35959
46800,987.572279
50400,955.206555
54000,934.980212
57600,932.282964
61200,963.184253
64800,1046.20675
68400,1066.19884
72000,1069.74014
75600,1061.97427
79200,1047.92677
82800,1030.42588
86400,1020.25753
90000,1029.44194
93600,1053.50865
97200,1087.18472
100800,1137.83776
104400,1221.85176
108000,1328.41436
111600,1410.25814
115200,1420.2906
118800,1401.91967
122400,1361.22829
126000,1310.82536
129600,1249.27997
133200,1195.10591
136800,1152.86334
140400,1146.82035
144000,1138.53465
147600,1177.67306
151200,1295.02559
154800,1322.99512
158400,1327.12416
162000,1321.94551
165600,1293.7055
169200,1261.95106
172800,1244.34217
176400,1247.97762
180000,1259.63296
183600,1278.53654
187200,1312.81953
190800,1376.97975
194400,1464.18001
198000,1528.33064
201600,1498.89652
205200,1420.23876
208800,1349.62634
212400,1285.52218
216000,1223.29712
219600,1181.60818
223200,1137.37293
226800,1112.17073
230400,1102.85647
234000,1126.71491
237600,1226.79663
241200,1252.81548
244800,1261.68816
248400,1255.4599
252000,1221.86431
255600,1181.61066
259200,1147.02161
262800,1130.87272
266400,1117.32181
270000,1109.49028
273600,1111.89579
277200,1131.30391
280800,1163.30921
284400,1198.67943
288000,1203.92295
291600,1179.78576
295200,1135.7693
298800,1087.2222
302400,1035.97653
306000,994.354558
309600,965.545193
313200,951.468897
316800,950.148606
320400,983.549232
324000,1055.57747
327600,1060.12092
331200,1046.32067
334800,1028.13128
338400,1004.39613
342000,982.778
345600,964.27514
349200,969.24221
352800,988.080943
356400,1015.95381
360000,1052.11855
363600,1112.46934
367200,1187.46651
370800,1276.5774
374400,1323.55363
378000,1328.4254
381600,1303.32211
385200,1270.59483
388800,1235.8963
392400,1202.26388
396000,1172.52793
399600,1162.60384
403200,1186.97794
406800,1270.43411
410400,1371.09278
414000,1411.92654
417600,1420.56394
421200,1407.8452
424800,1375.41726
428400,1350.44541
432000,1343.80148
435600,1356.44053
439200,1386.56041
442800,1412.26984
446400,1458.00783
450000,1545.32215
453600,1682.9431
457200,1705.76412
460800,1696.35026
464400,1706.27191
468000,1666.20039
471600,1598.11264
475200,1521.81805
478800,1456.45923
482400,1405.23964
486000,1372.13846
489600,1385.66659
493200,1443.87921
496800,1554.41865
500400,1583.40664
504000,1587.5004
507600,1561.88098
511200,1504.56532
514800,1455.93275
518400,1435.3439
522000,1435.41912
525600,1445.41893
529200,1463.35285
532800,1502.34014
536400,1585.99806
540000,1710.94602
543600,1757.25287
547200,1684.39196
550800,1599.2209
554400,1516.37171
558000,1434.9313
561600,1358.42246
565200,1302.39573
568800,1253.52748
572400,1230.32684
576000,1249.46189
579600,1311.65798
583200,1415.39565
586800,1429.38488
590400,1425.07518
594000,1386.15596
597600,1310.45142
601200,1249.40253
604800,1219.77821
608400,1208.88217
612000,1201.48255
615600,1201.65149
619200,1217.94958
622800,1271.65121
626400,1371.63036
630000,1399.35634
633600,1356.02807
637200,1347.98341
640800,1324.35164
644400,1267.28793
648000,1218.07933
651600,1172.3173
655200,1091.25533
658800,1007.09342
662400,1002.96909
666000,1041.2386
669600,1105.48797
673200,1134.50415
676800,1168.42368
680400,1151.09688
684000,1131.50069
687600,1070.44469
691200,1056.45141
694800,1061.96717
698400,1069.96399
702000,1088.07272
705600,1123.76258
709200,1186.6583
712800,1294.99731
716400,1333.7729
720000,1303.31877
723600,1284.56409
727200,1250.87008
730800,1191.34344
734400,1126.14865
738000,1093.51019
741600,1076.43719
745200,1045.61729
748800,1034.03111
752400,1058.61769
756000,1131.42357
759600,1150.60212
763200,1152.83534
766800,1124.05446
770400,1066.68731
774000,1005.88069
777600,967.658735
781200,945.953548
784800,933.412911
788400,927.70788
792000,937.572239
795600,982.187245
799200,1064.93353
802800,1099.17987
806400,1084.16617
810000,1085.05168
813600,1076.43692
817200,1054.82883
820800,1028.68641
824400,1008.11194
828000,996.735643
831600,979.970067
835200,983.445991
838800,986.17498
842400,1037.51039
846000,1053.94811
849600,1048.80211
853200,1034.9831
856800,1014.12429
860400,987.76985
864000,960.914495
867600,960.874285
871200,969.753662
874800,990.813505
878400,1017.68304
882000,1057.64855
885600,1119.12474
889200,1184.01751
892800,1204.06272
896400,1169.44943
900000,1124.23735
903600,1063.57474
907200,1006.8915
910800,972.348847
914400,949.687114
918000,938.744978
921600,935.711379
925200,951.682042
928800,1016.65963
932400,1033.77632
936000,1025.3551
939600,1012.88489
943200,996.129529
946800,974.53941
950400,958.725784
954000,958.307535
957600,961.749831
961200,973.466721
964800,991.930885
968400,1019.49089
