Time,Demand
0,849.000892
3600,845.097363
7200,840.902848
10800,845.452257
14400,862.369386
18000,892.341115
21600,937.004247
25200,983.047607
28800,1009.20233
32400,1008.61341
36000,985.28499
39600,964.065395
43200,941.288646
46800,920.556543
50400,895.595594
54000,885.99908
57600,888.726914
61200,932.31125
64800,1024.28637
68400,1047.48645
72000,1048.19541
75600,1050.05413
79200,1035.66559
82800,1013.58041
86400,998.263915
90000,1003.56642
93600,1017.12537
97200,1040.27366
100800,1072.82816
104400,1128.88988
108000,1206.81952
111600,1259.83101
115200,1248.04664
118800,1208.16577
122400,1151.41747
126000,1094.81664
129600,1047.46605
133200,1013.77359
136800,972.747123
140400,950.806143
144000,954.078906
147600,1011.60524
151200,1115.89101
154800,1140.42215
158400,1143.64506
162000,1135.09698
165600,1099.5341
169200,1066.81987
172800,1049.60823
176400,1031.51503
180000,1012.03373
183600,1055.89023
187200,1106.58931
190800,1183.73591
194400,1297.99029
198000,1355.15842
201600,1319.14046
205200,1244.21277
208800,1169.43931
212400,1108.74189
216000,1055.80564
219600,1011.08129
223200,975.154184
226800,956.028016
230400,959.995609
234000,1000.63504
237600,1096.79683
241200,1117.93443
244800,1118.68703
248400,1093.43405
252000,1043.08901
255600,985.15724
259200,971.580448
262800,965.094648
266400,965.931939
270000,975.521116
273600,1003.73155
277200,1076.07388
280800,1187.19464
284400,1226.01178
288000,1195.30147
291600,1147.85738
295200,1096.61971
298800,1048.01028
302400,1000.49746
306000,967.137438
309600,939.413042
313200,923.703384
316800,927.235641
320400,959.897375
324000,1051.58255
327600,1069.09792
331200,1070.9472
334800,1056.58809
338400,1021.75056
342000,981.00963
345600,973.338838
349200,979.080495
352800,992.960016
356400,1020.50718
360000,1060.77634
363600,1138.05401
367200,1256.82361
370800,1299.49473
374400,1231.71655
378000,1160.3253
381600,1097.268
385200,1034.80555
388800,984.677495
392400,942.763343
396000,916.858513
399600,903.346416
403200,909.887574
406800,930.446051
410400,1013.13644
414000,1037.44852
417600,1039.59941
421200,1019.08867
424800,976.371865
428400,932.43652
432000,906.240976
435600,900.601663
439200,904.144
442800,915.252732
446400,942.077272
450000,1006.55464
453600,1119.37531
457200,1164.70491
460800,1118.31527
464400,1056.45627
468000,1014.1723
471600,980.697431
475200,947.987967
478800,926.760962
482400,908.874299
486000,900.277055
489600,899.396566
493200,903.313192
496800,963.165941
500400,963.749142
504000,953.804021
507600,941.752191
511200,917.047392
514800,882.49623
518400,859.524261
522000,850.350476
525600,853.279256
