#1
double BOP(481,2) #Comments here
0	50000000
0.8	50000000
1	20000000
2	63000000
3	32563804.84
4	20000000
5	20000000
6	30828376.9
7	32563804.84
8	63000000
9	20000000
10	20000000
11	61438114.85
12	30828376.89
13	20000000
14	20000000
15	32563804.84
16	32563804.84
17	63000000
18	20000000
19	20000000
20	61438114.85
21	32563804.84
22	20000000
23	47000959.84
24	20000000
25	35567348.92
26	20000000
27	47000959.84
28	20000000
29	47000959.84
30	32563804.84
31	20000000
32	32563804.84
33	63000000
34	32563804.85
35	20000000
36	45439074.69
37	32563804.84
38	20000000
39	32563804.85
40	20000000
41	32563804.84
42	47000959.84
43	20000000
44	32563804.84
45	63000000
46	20000000
47	47000959.84
48	37129234.07
49	32563804.84
50	20000000
51	20000000
52	45439074.69
53	20000000
54	47000959.84
55	20000000
56	63000000
57	30828376.89
58	20000000
59	20000000
60	63000000
61	20000000
62	47000959.84
63	32563804.84
64	20000000
65	20000000
66	61438114.85
67	32563804.84
68	20000000
69	20000000
70	32563804.84
71	61438114.85
72	20000000
73	20000000
74	32563804.83
75	32563804.84
76	63000000
77	20000000
78	20000000
79	61438114.85
80	20000000
81	20000000
82	32563804.84
83	59876229.69
84	20000000
85	20000000
86	63000000
87	20000000
88	45439074.69
89	20000000
90	20000000
91	63000000
92	32563804.84
93	20000000
94	47000959.84
95	32563804.84
96	35567348.92
97	20000000
98	20000000
99	32563804.84
100	32563804.84
101	47000959.84
102	20000000
103	63000000
104	20000000
105	45439074.69
106	20000000
107	20000000
108	47000959.84
109	20000000
110	32563804.84
111	47000959.84
112	20000000
113	63000000
114	32563804.84
115	20000000
116	20000000
117	30828376.89
118	63000000
119	32563804.84
120	35567348.92
121	20000000
122	20000000
123	61438114.85
124	20000000
125	20000000
126	61438114.85
127	20000000
128	20000000
129	63000000
130	32563804.84
131	32563804.84
132	30828376.89
133	20000000
134	20000000
135	32563804.84
136	63000000
137	20000000
138	45439074.69
139	20000000
140	20000000
141	63000000
142	20000000
143	47000959.84
144	20000000
145	35567348.92
146	20000000
147	47000959.84
148	20000000
149	63000000
150	30828376.9
151	20000000
152	20000000
153	63000000
154	20000000
155	20000000
156	59876229.69
157	20000000
158	20000000
159	47000959.84
160	20000000
161	63000000
162	20000000
163	20000000
164	61438114.85
165	20000000
166	47000959.84
167	32563804.84
168	20000000
169	51566389.1
170	32563804.84
171	20000000
172	20000000
173	59876229.6
174	20000000
175	20000000
176	32563804.84
177	63000000
178	32563804.84
179	20000000
180	47000959.84
181	20000000
182	20000000
183	45439074.69
184	20000000
185	32563804.84
186	32563804.84
187	63000000
188	20000000
189	20000000
190	30828376.9
191	63000000
192	35567348.92
193	20000000
194	20000000
195	63000000
196	20000000
197	20000000
198	30828376.89
199	63000000
200	20000000
201	47000959.84
202	32563804.84
203	20000000
204	20000000
205	61438114.85
206	32563804.84
207	20000000
208	20000000
209	45439074.68
210	20000000
211	47000959.84
212	20000000
213	63000000
214	32563804.84
215	32563804.84
216	35567348.92
217	20000000
218	20000000
219	32563804.84
220	63000000
221	32563804.84
222	20000000
223	20000000
224	45439074.69
225	20000000
226	63000000
227	32563804.79
228	20000000
229	32563804.84
230	47000959.89
231	32563804.84
232	20000000
233	20000000
234	61438114.85
235	32563804.84
236	20000000
237	47000959.84
238	32563804.84
239	32563804.84
240	20000000
241	20000000
242	61438114.85
243	20000000
244	20000000
245	32563804.85
246	32563804.84
247	63000000
248	20000000
249	20000000
250	30828376.89
251	32563804.85
252	61438114.85
253	20000000
254	20000000
255	32563804.87
256	62999999.95
257	20000000
258	20000000
259	32563804.84
260	61438114.85
261	32563804.85
262	32563804.84
263	32563804.84
264	32563804.85
265	35567348.91
266	32563804.84
267	20000000
268	20000000
269	32563804.84
270	63000000
271	32563804.86
272	32563804.84
273	30828376.9
274	20000000
275	20000000
276	32563804.84
277	32563804.84
278	47000959.83
279	32563804.84
280	20000000
281	32563804.84
282	63000000
283	32563804.84
284	32563804.84
285	32563804.84
286	32563804.84
287	32563804.84
288	20000000
289	32563804.84
290	20000000
291	32563804.84
292	47000959.84
293	20000000
294	32563804.84
295	32563804.84
296	63000000
297	20000000
298	30828376.89
299	20000000
300	61438114.85
301	20000000
302	32563804.84
303	20000000
304	47000959.84
305	20000000
306	63000000
307	32563804.84
308	20000000
309	47000959.84
310	32563804.84
311	32563804.84
312	20000000
313	20000000
314	63000000
315	30828376.89
316	32563804.84
317	20000000
318	20000000
319	63000000
320	20000000
321	20000000
322	30828376.89
323	61438114.85
324	20000000
325	20000000
326	63000000
327	20000000
328	20000000
329	30828376.89
330	63000000
331	30828376.89
332	20000000
333	20000000
334	63000000
335	32563804.84
336	20000000
337	35567348.92
338	20000000
339	61438114.85
340	20000000
341	20000000
342	32563804.84
343	32563804.85
344	63000000
345	32563804.85
346	32563804.84
347	20000000
348	20000000
349	32563804.88
350	59876229.69
351	20000000
352	20000000
353	63000000
354	20000000
355	32563804.84
356	45439074.69
357	20000000
358	20000000
359	63000000
360	20000000
361	51566389.1
362	32563804.84
363	20000000
364	30828376.89
365	20000000
366	47000959.84
367	20000000
368	63000000
369	32563804.83
370	20000000
371	20000000
372	45439074.7
373	20000000
374	32563804.84
375	47000959.84
376	20000000
377	63000000
378	20000000
379	47000959.84
380	32563804.84
381	32563804.84
382	20000000
383	47000959.84
384	37129234.07
385	20000000
386	45439074.69
387	20000000
388	20000000
389	63000000
390	30828376.9
391	20000000
392	32563804.84
393	20000000
394	63000000
395	20000000
396	20000000
397	32563804.84
398	32563804.84
399	30828376.9
400	63000000
401	32563804.84
402	32563804.84
403	20000000
404	45439074.68
405	20000000
406	20000000
407	63000000
408	37129234.07
409	20000000
410	47000959.84
411	20000000
412	30828376.89
413	20000000
414	32563804.84
415	32563804.84
416	63000000
417	20000000
418	20000000
419	61438114.85
420	20000000
421	30828376.89
422	20000000
423	32563804.85
424	63000000
425	20000000
426	32563804.84
427	47000959.83
428	20000000
429	20000000
430	61438114.85
431	32563804.84
432	37129234.07
433	20000000
434	47000959.84
435	20000000
436	20000000
437	30828376.89
438	63000000
439	32563804.84
440	20000000
441	47000959.84
442	20000000
443	30828376.9
444	20000000
445	47000959.87
446	20000000
447	62999999.95
448	20000000
449	47000959.84
450	32563804.84
451	20000000
452	20000000
453	45439074.69
454	20000000
455	63000000
456	37129234.07
457	20000000
458	20000000
459	61438114.85
460	32563804.84
461	32563804.84
462	30828376.9
463	20000000
464	20000000
465	63000000
466	20000000
467	20000000
468	30828376.89
469	63000000
470	20000000
471	30828376.89
472	20000000
473	61438114.85
474	20000000
475	20000000
476	63000000
477	32563804.84
478	32563804.84
479	20000000
