#1
double BOP(168,2) #Comments here
0	50000000.297
1	50000000.297
1.1	50000000.297
1.2	50000000.297
1.3	50000000.297
1.4	50000000.297
2	50000000.297
3	50000000.297
4	50000000.297
5	50000000.297
10	50000000.297
11	289588649.823
12	102012866.462
13	188105637.172
14	358188099.205
15	41535328.3639
16	209993776.358
17	84669633.177
18	363490063.243
19	38664551.6855
20	75755792.4757
21	259458790.02
22	263891535.494
23	400212883.166
24	329926109.201
25	282951442.637
26	131722177.717
27	30895306.8023
28	276114039.569
29	29705170.6921
30	149989303.985
31	17403659.8712
32	50864261.5066
33	76780492.2866
34	237001933.209
35	49198862.328
36	40634379.7898
37	390620969.719
38	244369392.131
39	72659266.8327
40	261419877.935
41	251942284.187
42	361387120.677
43	137533388.219
44	48218837.3416
45	13468301.4332
46	28660853.1649
47	167212951.428
48	158950507.9
49	204559715.317
50	204343230.923
51	70641545.1413
52	126535848.827
53	151280731.303
54	98202620.7035
55	122292862.798
56	146192490.125
57	136106208.971
58	380439214.069
59	211940296.551
60	401877708.104
61	210632410.469
62	279234335.376
63	107772324.572
64	326032498.922
65	61819161.8605
66	59270475.9467
67	36797290.3319
68	56906626.4496
69	267763968.051
70	184604033.467
71	40967472.438
72	206775480.478
73	409829058.982
74	307116652.468
75	269108260.298
76	109661092.076
77	145397142.221
78	78364313.922
79	360590229.386
80	29302349.1067
81	130871077.158
82	49680468.2293
83	65591686.7791
84	128848829.565
85	44658881.8728
86	275484487.215
87	164087558.668
88	92143604.2297
89	94940697.2178
90	376331603.714
91	205841178.018
92	362385323.188
93	231307026.014
94	102695740.103
95	311140513.446
96	123426096.902
97	216007724.358
98	239988884.394
99	278014393.729
100	254543187.451
101	388102059.098
102	144457905.233
103	287652780.766
104	215378387.091
105	381651561.303
106	177653651.852
107	386103662.737
108	70340179.7021
109	77346989.0892
110	242533084.312
111	297990995.7
112	210365545.658
113	352905599.831
114	126195744.702
115	47318668.529
116	140461864.154
117	262162822.873
118	246689491.502
119	74696846.0629
120	396613381.423
121	2874552.09598
122	357845390.465
123	377187584.497
124	353842726.245
125	90433081.7914
126	19941502.5592
127	204266135.221
128	19121891.1261
129	104335283.86
130	96015929.1469
131	288643402.875
132	58808663.2322
133	288914882.192
134	149945428.247
135	199542501.325
136	112285070.965
137	17969236.6132
138	167880034.272
139	375692713.161
140	280802608.741
141	336797509.096
142	368012311.13
143	24961295.7542
144	56005498.6367
145	110162363.426
146	343492631.785
147	263553697.316
148	114555671.812
149	342630369.042
