#1
double BOP(58, 2)
0	47600000
0.9	47600000
1.1	29425000
8.9	29425000
9.1	53500000
12.9	53500000
13.1	65500000
20.9	65500000
21.1	53500000
24.9	53500000
25.1	29425000
27.9	29425000
28.1	53500000
35.9	53500000
36.1	65500000
40.9	65500000
41.1	53500000
62.9	53500000
63.1	65500000
64.9	65500000
65.1	53500000
70.9	53500000
71.1	29425000
71.9	29425000
72.1	53500000
74.9	53500000
75.1	29425000
75.9	29425000
76.1	53500000
86.9	53500000
87.1	65500000
88.9	65500000
89.1	53500000
94.9	53500000
95.1	29425000
100.9	29425000
101.1	53500000
109.9	53500000
110.1	65500000
115.9	65500000
116.1	53500000
121.9	53500000
122.1	29425000
123.9	29425000
124.1	53500000
135.9	53500000
136.1	65500000
139.9	65500000
140.1	53500000
169.9	53500000
170.1	29425000
172.9	29425000
173.1	53500000
181.9	53500000
182.1	65500000
184.9	65500000
185.1	53500000
191	53500000
