#1
double BOP(168,2) #Comments here
0	3818395903
1	3911871305
2	60421769.11
3	1475561782
4	3093771369
5	3034541907
6	3484130123
7	1305663125
8	4121707926
9	453191319
10	2288250228
11	2895886498
12	1020128665
13	1881056372
14	3581880992
15	415353283.6
16	2099937764
17	846696331.8
18	3634900632
19	386645516.9
20	757557924.8
21	2594587900
22	2638915355
23	4002128832
24	3299261092
25	2829514426
26	1317221777
27	308953068
28	2761140396
29	297051706.9
30	1499893040
31	174036598.7
32	508642615.1
33	767804922.9
34	2370019332
35	491988623.3
36	406343797.9
37	3906209697
38	2443693921
39	726592668.3
40	2614198779
41	2519422842
42	3613871207
43	1375333882
44	482188373.4
45	134683014.3
46	286608531.6
47	1672129514
48	1589505079
49	2045597153
50	2043432309
51	706415451.4
52	1265358488
53	1512807313
54	982026207
55	1222928628
56	1461924901
57	1361062090
58	3804392141
59	2119402966
60	4018777081
61	2106324105
62	2792343354
63	1077723246
64	3260324989
65	618191618.6
66	592704759.5
67	367972903.3
68	569066264.5
69	2677639681
70	1846040335
71	409674724.4
72	2067754805
73	4098290590
74	3071166525
75	2691082603
76	1096610921
77	1453971422
78	783643139.2
79	3605902294
80	293023491.1
81	1308710772
82	496804682.3
83	655916867.8
84	1288488296
85	446588818.7
86	2754844872
87	1640875587
88	921436042.3
89	949406972.2
90	3763316037
91	2058411780
92	3623853232
93	2313070260
94	1026957401
95	3111405134
96	1234260969
97	2160077244
98	2399888844
99	2780143937
100	2545431875
101	3881020591
102	1444579052
103	2876527808
104	2153783871
105	3816515613
106	1776536519
107	3861036627
108	703401797
109	773469890.9
110	2425330843
111	2979909957
112	2103655457
113	3529055998
114	1261957447
115	473186685.3
116	1404618642
117	2621628229
118	2466894915
119	746968460.6
120	3966133814
121	28745520.96
122	3578453905
123	3771875845
124	3538427262
125	904330817.9
126	199415025.6
127	2042661352
128	191218911.3
129	1043352839
130	960159291.5
131	2886434029
132	588086632.3
133	2889148822
134	1499454282
135	1995425013
136	1122850710
137	179692366.1
138	1678800343
139	3756927132
140	2808026087
141	3367975091
142	3680123111
143	249612957.5
144	560054986.4
145	1101623634
146	3434926318
147	2635536973
148	1145556718
149	3426303690
150	1825697928
151	3625854505
152	2241686825
153	1637928142
154	1451060113
155	2880680571
156	3960248862
157	970101833.8
158	2535982199
159	1408640764
160	1138660607
161	1479360380
162	676377320.7
163	1385261150
164	713737378.7
165	1776034861
166	3398727038
167	2948829358

double NetDemand(168,2) #Comments here
0	23477782.3211
1	-108378615.959
2	-168166138.839
3	-45170911.9826
4	19438496.2208
5	-46466311.757
6	47259297.1509
7	123826503.358
8	129749920.261
9	195600686.271
10	241760712.801
11	337319096.664
12	372335351.97
13	385594609.923
14	404239546.583
15	421325039.017
16	438220475.573
17	455055225.533
18	466066895.714
19	473683321.603
20	466941019.326
21	430432881.872
22	317912879.062
23	390806998.014
24	454189490.457
25	288353650.879
26	204577630.215
27	251784379.352
28	368290998.624
29	364191316.345
30	351428989.306
31	198602981.485
32	271617002.487
33	365916276.908
34	305866326.898
35	303977151.996
36	180589045.743
37	439805400.381
38	403001993.356
39	379238456.176
40	263269647.842
41	131765986.612
42	115732531.304
43	162406054.189
44	384557021.838
45	350061955.569
46	276929693.141
47	291750847.292
48	259758417.744
49	235477612.221
50	235288906.118
51	265515636.816
52	220287148.898
53	301938735.916
54	318589601.987
55	410429925.059
56	424075780.262
57	406122729.453
58	371581629.9
59	367673507.735
60	299357579.36
61	372816581.26
62	395560896.673
63	310108385.679
64	385836653.809
65	476694725.339
66	494212718.588
67	498172517.593
68	485559296.305
69	442119143.338
70	402381358.651
71	362982166.925
72	267367001.848
73	188753632.151
74	116100084.559
75	-68408513.0085
76	6139205.41043
77	-44250679.3378
78	-31714319.3936
79	-24017203.4361
80	81509501.3276
81	-27924587.4979
82	-33053626.9418
83	-32998401.1754
84	159930341.293
85	293695498.919
86	313128451.269
87	399394762.799
88	405341224.508
89	398826077.71
90	410716661.555
91	425744675.808
92	392641274.567
93	269202829.415
94	252536845.679
95	224405688.939
96	95159412.7606
97	64788871.3055
98	111001583.08
99	170039862.188
100	74811483.2904
101	12432846.6511
102	36905048.3403
103	62608506.7728
104	73346722.8032
105	55517409.3616
106	66924478.69
107	85837268.9078
108	220592311.054
109	213143208.368
110	350258292.67
111	445192084.629
112	520181811.435
113	498264233.602
114	492896340.029
115	432450183.546
116	380822327.176
117	271177802.473
118	185704336.987
119	174491650.86
120	179701689.808
121	219955459.342
122	170170997.554
123	77517031.7194
124	125446456.208
125	50048812.639
126	159919319.63
127	217748955.092
