Time,Speed
2.412000000000000000e+05,1.261999999999999922e+01
2.448000000000000000e+05,1.299000000000000021e+01
2.484000000000000000e+05,1.300999999999999979e+01
2.520000000000000000e+05,1.331833333333333336e+01
2.556000000000000000e+05,1.462499999999999822e+01
2.592000000000000000e+05,1.480166666666666409e+01
2.628000000000000000e+05,1.504999999999999893e+01
2.664000000000000000e+05,1.369833333333333236e+01
2.700000000000000000e+05,1.334500000000000064e+01
2.736000000000000000e+05,1.154833333333333201e+01
2.772000000000000000e+05,1.257833333333333314e+01
2.808000000000000000e+05,1.254833333333333201e+01
2.844000000000000000e+05,1.299666666666666792e+01
2.880000000000000000e+05,1.331666666666666465e+01
2.916000000000000000e+05,1.225500000000000078e+01
2.952000000000000000e+05,1.016500000000000092e+01
2.988000000000000000e+05,8.808333333333333570e+00
3.024000000000000000e+05,9.508333333333332860e+00
3.060000000000000000e+05,9.863333333333333286e+00
3.096000000000000000e+05,9.788333333333332220e+00
3.132000000000000000e+05,1.174499999999999922e+01
3.168000000000000000e+05,1.363000000000000078e+01
3.204000000000000000e+05,1.261166666666666636e+01
3.240000000000000000e+05,1.162666666666666515e+01
3.276000000000000000e+05,9.305000000000001492e+00
3.312000000000000000e+05,7.923333333333334672e+00
3.348000000000000000e+05,6.580000000000000959e+00
3.384000000000000000e+05,5.376666666666666039e+00
3.420000000000000000e+05,4.593333333333333712e+00
3.456000000000000000e+05,7.093333333333333712e+00
3.492000000000000000e+05,9.013333333333333641e+00
3.528000000000000000e+05,6.156666666666666288e+00
3.564000000000000000e+05,6.571666666666666323e+00
3.600000000000000000e+05,7.368333333333333179e+00
3.636000000000000000e+05,6.241666666666667140e+00
3.672000000000000000e+05,6.559999999999999609e+00
3.708000000000000000e+05,6.761666666666665826e+00
3.744000000000000000e+05,7.705000000000000959e+00
3.780000000000000000e+05,8.000000000000000000e+00
3.816000000000000000e+05,6.763333333333332753e+00
3.852000000000000000e+05,5.543333333333333002e+00
3.888000000000000000e+05,4.676666666666665861e+00
3.924000000000000000e+05,3.564999999999999947e+00
3.960000000000000000e+05,4.578333333333333144e+00
3.996000000000000000e+05,4.978333333333334387e+00
4.032000000000000000e+05,4.194999999999999396e+00
4.068000000000000000e+05,2.865000000000000213e+00
4.104000000000000000e+05,1.699999999999999956e+00
4.140000000000000000e+05,6.050000000000000933e-01
4.176000000000000000e+05,5.250000000000000222e-01
4.212000000000000000e+05,1.700000000000000178e+00
4.248000000000000000e+05,1.541666666666666741e+00
4.284000000000000000e+05,2.438333333333333908e+00
4.320000000000000000e+05,4.916666666666666963e+00
4.356000000000000000e+05,6.639999999999999680e+00
4.392000000000000000e+05,6.958333333333333037e+00
4.428000000000000000e+05,7.493333333333333179e+00
4.464000000000000000e+05,8.288333333333333997e+00
4.500000000000000000e+05,8.686666666666667425e+00
4.536000000000000000e+05,8.413333333333333997e+00
4.572000000000000000e+05,7.694999999999999396e+00
4.608000000000000000e+05,7.638333333333332753e+00
4.644000000000000000e+05,8.070000000000000284e+00
4.680000000000000000e+05,8.011666666666666714e+00
4.716000000000000000e+05,7.736666666666667247e+00
4.752000000000000000e+05,6.390000000000000568e+00
4.788000000000000000e+05,5.378333333333333854e+00
4.824000000000000000e+05,6.251666666666666039e+00
4.860000000000000000e+05,5.385000000000000675e+00
4.896000000000000000e+05,4.893333333333333535e+00
4.932000000000000000e+05,4.523333333333333428e+00
4.968000000000000000e+05,3.948333333333332806e+00
5.004000000000000000e+05,4.388333333333333641e+00
5.040000000000000000e+05,5.491666666666667140e+00
5.076000000000000000e+05,6.013333333333332753e+00
5.112000000000000000e+05,4.678333333333332789e+00
5.148000000000000000e+05,3.926666666666665861e+00
5.184000000000000000e+05,5.500000000000000000e+00
5.220000000000000000e+05,6.273333333333333428e+00
5.256000000000000000e+05,7.756666666666667709e+00
5.292000000000000000e+05,8.126666666666666927e+00
5.328000000000000000e+05,8.206666666666666998e+00
5.364000000000000000e+05,7.474999999999998757e+00
5.400000000000000000e+05,6.738333333333333286e+00
5.436000000000000000e+05,6.733333333333333393e+00
5.472000000000000000e+05,6.273333333333333428e+00
5.508000000000000000e+05,6.120000000000000107e+00
5.544000000000000000e+05,6.153333333333333321e+00
5.580000000000000000e+05,6.711666666666666892e+00
5.616000000000000000e+05,6.121666666666667034e+00
5.652000000000000000e+05,5.988333333333333286e+00
5.688000000000000000e+05,7.320000000000000284e+00
5.724000000000000000e+05,8.073333333333332362e+00
5.760000000000000000e+05,8.353333333333333499e+00
5.796000000000000000e+05,7.661666666666666181e+00
5.832000000000000000e+05,7.200000000000000178e+00
5.868000000000000000e+05,6.896666666666665613e+00
5.904000000000000000e+05,6.366666666666667140e+00
5.940000000000000000e+05,6.419999999999999041e+00
5.976000000000000000e+05,6.778333333333333321e+00
6.012000000000000000e+05,7.385000000000000675e+00
6.048000000000000000e+05,7.713333333333333819e+00
6.084000000000000000e+05,6.971666666666666679e+00
6.120000000000000000e+05,7.510000000000000675e+00
6.156000000000000000e+05,9.679999999999999716e+00
6.192000000000000000e+05,1.047333333333333449e+01
6.228000000000000000e+05,9.491666666666667140e+00
6.264000000000000000e+05,1.143833333333333435e+01
6.300000000000000000e+05,1.369500000000000028e+01
6.336000000000000000e+05,1.420166666666666799e+01
6.372000000000000000e+05,1.413000000000000078e+01
6.408000000000000000e+05,1.625333333333333385e+01
6.444000000000000000e+05,1.580333333333333456e+01
6.480000000000000000e+05,1.403666666666666707e+01
6.516000000000000000e+05,1.355666666666666664e+01
6.552000000000000000e+05,1.241499999999999915e+01
6.588000000000000000e+05,1.071333333333333293e+01
6.624000000000000000e+05,9.736666666666666359e+00
6.660000000000000000e+05,8.679999999999999716e+00
6.696000000000000000e+05,7.956666666666667886e+00
6.732000000000000000e+05,8.753333333333333854e+00
6.768000000000000000e+05,8.571666666666665435e+00
6.804000000000000000e+05,9.003333333333332078e+00
6.840000000000000000e+05,8.185000000000000497e+00
6.876000000000000000e+05,7.468333333333332824e+00
6.912000000000000000e+05,6.643333333333333535e+00
6.948000000000000000e+05,5.436666666666666536e+00
6.984000000000000000e+05,3.880000000000000338e+00
7.020000000000000000e+05,6.001666666666666039e+00
7.056000000000000000e+05,8.699999999999999289e+00
7.092000000000000000e+05,8.018333333333332646e+00
7.128000000000000000e+05,9.314999999999999503e+00
7.164000000000000000e+05,8.023333333333331652e+00
7.200000000000000000e+05,7.724999999999998757e+00
7.236000000000000000e+05,8.008333333333332860e+00
7.272000000000000000e+05,6.248333333333333961e+00
7.308000000000000000e+05,6.370000000000000107e+00
7.344000000000000000e+05,5.743333333333333179e+00
7.380000000000000000e+05,5.629999999999999893e+00
7.416000000000000000e+05,6.856666666666666465e+00
7.452000000000000000e+05,8.811666666666667425e+00
7.488000000000000000e+05,9.811666666666667425e+00
7.524000000000000000e+05,8.388333333333333641e+00
7.560000000000000000e+05,8.871666666666666146e+00
7.596000000000000000e+05,7.870000000000000107e+00
7.632000000000000000e+05,7.530000000000000249e+00
7.668000000000000000e+05,6.035000000000000142e+00
7.704000000000000000e+05,4.928333333333333677e+00
7.740000000000000000e+05,4.261666666666666714e+00
7.776000000000000000e+05,5.368333333333332291e+00
7.812000000000000000e+05,5.650000000000001243e+00
7.848000000000000000e+05,5.209999999999999964e+00
7.884000000000000000e+05,4.848333333333332718e+00
7.920000000000000000e+05,4.236666666666667247e+00
7.956000000000000000e+05,2.991666666666666696e+00
7.992000000000000000e+05,1.493333333333333401e+00
8.028000000000000000e+05,2.129999999999999893e+00
8.064000000000000000e+05,3.686666666666666092e+00
8.100000000000000000e+05,3.644999999999999574e+00
8.136000000000000000e+05,2.578333333333333144e+00
8.172000000000000000e+05,2.016666666666666607e+00
8.208000000000000000e+05,3.046666666666666856e+00
8.244000000000000000e+05,2.449999999999999734e+00
8.280000000000000000e+05,2.165000000000000036e+00
8.316000000000000000e+05,4.780000000000000249e+00
8.352000000000000000e+05,7.696666666666666323e+00
8.388000000000000000e+05,8.375000000000000000e+00
8.424000000000000000e+05,7.033333333333334103e+00
8.460000000000000000e+05,6.910000000000000142e+00
8.496000000000000000e+05,6.191666666666666430e+00
8.532000000000000000e+05,6.075000000000000178e+00
8.568000000000000000e+05,5.990000000000001101e+00
8.604000000000000000e+05,6.176666666666666750e+00
8.640000000000000000e+05,7.931666666666667531e+00
8.676000000000000000e+05,9.548333333333333783e+00
8.712000000000000000e+05,1.016999999999999993e+01
8.748000000000000000e+05,1.039333333333333265e+01
8.784000000000000000e+05,1.104999999999999893e+01
8.820000000000000000e+05,1.072499999999999964e+01
8.856000000000000000e+05,1.147333333333333449e+01
8.892000000000000000e+05,1.076333333333333364e+01
8.928000000000000000e+05,1.079666666666666686e+01
8.964000000000000000e+05,1.109333333333333371e+01
9.000000000000000000e+05,1.125333333333333563e+01
9.036000000000000000e+05,1.086500000000000021e+01
9.072000000000000000e+05,1.092499999999999893e+01
9.108000000000000000e+05,1.109833333333333449e+01
9.144000000000000000e+05,1.120833333333333393e+01
9.180000000000000000e+05,9.761666666666668490e+00
9.216000000000000000e+05,7.231666666666666465e+00
9.252000000000000000e+05,5.683333333333333570e+00
9.288000000000000000e+05,7.591666666666667673e+00
9.324000000000000000e+05,8.868333333333332291e+00
9.360000000000000000e+05,8.926666666666667638e+00
9.396000000000000000e+05,7.728333333333332611e+00
9.432000000000000000e+05,6.473333333333333606e+00
9.468000000000000000e+05,5.975000000000000533e+00
9.504000000000000000e+05,5.573333333333333250e+00
9.540000000000000000e+05,8.610000000000001208e+00
9.576000000000000000e+05,1.033500000000000085e+01
9.612000000000000000e+05,9.203333333333333144e+00
9.648000000000000000e+05,8.538333333333332220e+00
9.684000000000000000e+05,8.214999999999998082e+00
9.720000000000000000e+05,8.616666666666665364e+00
9.756000000000000000e+05,7.868333333333332291e+00
9.792000000000000000e+05,6.741666666666667140e+00
9.828000000000000000e+05,7.461666666666666003e+00
9.864000000000000000e+05,6.661666666666667957e+00
9.900000000000000000e+05,6.104999999999999538e+00
9.936000000000000000e+05,7.848333333333332718e+00
9.972000000000000000e+05,9.353333333333333499e+00
1.000800000000000000e+06,9.910000000000001918e+00
1.004400000000000000e+06,8.229999999999998650e+00
1.008000000000000000e+06,5.248333333333332185e+00
1.011600000000000000e+06,4.040000000000000036e+00
1.015200000000000000e+06,2.911666666666666625e+00
1.018800000000000000e+06,2.378333333333333410e+00
1.022400000000000000e+06,2.273333333333332984e+00
1.026000000000000000e+06,2.084999999999999964e+00
1.029600000000000000e+06,2.411666666666666625e+00
1.033200000000000000e+06,1.860000000000000098e+00
1.036800000000000000e+06,1.919999999999999929e+00
1.040400000000000000e+06,2.523333333333333428e+00
1.044000000000000000e+06,1.836666666666666892e+00
1.047600000000000000e+06,5.600000000000000533e+00
1.051200000000000000e+06,6.013333333333332753e+00
1.054800000000000000e+06,1.808333333333333348e+00
1.058400000000000000e+06,2.241666666666666696e+00
1.062000000000000000e+06,1.021666666666666723e+00
1.065600000000000000e+06,1.656666666666666510e+00
1.069200000000000000e+06,3.251666666666666927e+00
1.072800000000000000e+06,4.828333333333333144e+00
1.076400000000000000e+06,3.869999999999999662e+00
1.080000000000000000e+06,5.658333333333334103e+00
1.083600000000000000e+06,6.573333333333333250e+00
1.087200000000000000e+06,7.136666666666666714e+00
1.090800000000000000e+06,5.856666666666666465e+00
1.094400000000000000e+06,3.238333333333333286e+00
1.098000000000000000e+06,2.645000000000000018e+00
1.101600000000000000e+06,2.468333333333333268e+00
1.105200000000000000e+06,3.203333333333333588e+00
1.108800000000000000e+06,3.228333333333333499e+00
1.112400000000000000e+06,2.518333333333333979e+00
1.116000000000000000e+06,2.561666666666666980e+00
1.119600000000000000e+06,2.613333333333333286e+00
1.123200000000000000e+06,3.820000000000000284e+00
1.126800000000000000e+06,4.336666666666666003e+00
1.130400000000000000e+06,4.209999999999999964e+00
1.134000000000000000e+06,4.208333333333333037e+00
1.137600000000000000e+06,4.963333333333332931e+00
1.141200000000000000e+06,7.245000000000000107e+00
1.144800000000000000e+06,8.458333333333333925e+00
1.148400000000000000e+06,7.721666666666666679e+00
1.152000000000000000e+06,7.998333333333333961e+00
1.155600000000000000e+06,8.306666666666666643e+00
1.159200000000000000e+06,7.823333333333334139e+00
1.162800000000000000e+06,7.883333333333332860e+00
1.166400000000000000e+06,6.378333333333332966e+00
1.170000000000000000e+06,4.361666666666667247e+00
1.173600000000000000e+06,4.006666666666666821e+00
1.177200000000000000e+06,2.188333333333333464e+00
1.180800000000000000e+06,1.296666666666666856e+00
1.184400000000000000e+06,1.615000000000000213e+00
1.188000000000000000e+06,1.356666666666666687e+00
1.191600000000000000e+06,1.996666666666666368e+00
1.195200000000000000e+06,9.833333333333333925e-01
1.198800000000000000e+06,2.383333333333333304e+00
1.202400000000000000e+06,3.523333333333333428e+00
1.206000000000000000e+06,4.479999999999999538e+00
1.209600000000000000e+06,5.535000000000000142e+00
1.213200000000000000e+06,6.431666666666667531e+00
1.216800000000000000e+06,6.579999999999999183e+00
1.220400000000000000e+06,5.653333333333333321e+00
1.224000000000000000e+06,6.013333333333332753e+00
1.227600000000000000e+06,1.066666666666666607e+01
1.231200000000000000e+06,9.590000000000001634e+00
1.234800000000000000e+06,8.323333333333332362e+00
1.238400000000000000e+06,8.071666666666667211e+00
1.242000000000000000e+06,7.231666666666665577e+00
1.245600000000000000e+06,4.738333333333334174e+00
1.249200000000000000e+06,4.426666666666666750e+00
1.252800000000000000e+06,6.036666666666666181e+00
1.256400000000000000e+06,6.056666666666665755e+00
1.260000000000000000e+06,5.121666666666666146e+00
1.263600000000000000e+06,3.980000000000000426e+00
1.267200000000000000e+06,4.523333333333334316e+00
1.270800000000000000e+06,3.169999999999999929e+00
1.274400000000000000e+06,2.928333333333333233e+00
1.278000000000000000e+06,2.864999999999999769e+00
1.281600000000000000e+06,2.618333333333333179e+00
1.285200000000000000e+06,3.289999999999999591e+00
1.288800000000000000e+06,3.021666666666666501e+00
1.292400000000000000e+06,3.703333333333333144e+00
1.296000000000000000e+06,3.939999999999999947e+00
1.299600000000000000e+06,3.211666666666666448e+00
1.303200000000000000e+06,3.029999999999999805e+00
1.306800000000000000e+06,3.878333333333333410e+00
1.310400000000000000e+06,4.695000000000000284e+00
1.314000000000000000e+06,4.556666666666665755e+00
1.317600000000000000e+06,3.314999999999999947e+00
1.321200000000000000e+06,2.118333333333333623e+00
1.324800000000000000e+06,2.569999999999999840e+00
1.328400000000000000e+06,4.696666666666666323e+00
1.332000000000000000e+06,3.376666666666666483e+00
1.335600000000000000e+06,2.705000000000000071e+00
1.339200000000000000e+06,1.871666666666666368e+00
1.342800000000000000e+06,1.863333333333333286e+00
1.346400000000000000e+06,1.721666666666666679e+00
1.350000000000000000e+06,2.439999999999999947e+00
1.353600000000000000e+06,1.888333333333333641e+00
1.357200000000000000e+06,2.634999999999999787e+00
1.360800000000000000e+06,3.680000000000000160e+00
1.364400000000000000e+06,5.153333333333333321e+00
1.368000000000000000e+06,5.628333333333332966e+00
1.371600000000000000e+06,4.511666666666666714e+00
1.375200000000000000e+06,2.366666666666666696e+00
1.378800000000000000e+06,2.701666666666666661e+00
1.382400000000000000e+06,1.651666666666666616e+00
1.386000000000000000e+06,1.846666666666666679e+00
1.389600000000000000e+06,3.281666666666666732e+00
1.393200000000000000e+06,9.183333333333334458e-01
1.396800000000000000e+06,1.735000000000000098e+00
1.400400000000000000e+06,8.176666666666667638e+00
1.404000000000000000e+06,8.578333333333333144e+00
1.407600000000000000e+06,1.106166666666666742e+01
1.411200000000000000e+06,1.273166666666666735e+01
1.414800000000000000e+06,1.330666666666666664e+01
1.418400000000000000e+06,1.340833333333333321e+01
1.422000000000000000e+06,1.330499999999999972e+01
1.425600000000000000e+06,1.298166666666666735e+01
1.429200000000000000e+06,1.210166666666666657e+01
1.432800000000000000e+06,1.308999999999999808e+01
1.436400000000000000e+06,1.399999999999999822e+01
1.440000000000000000e+06,1.336666666666666536e+01
1.443600000000000000e+06,1.330500000000000149e+01
1.447200000000000000e+06,1.466833333333333478e+01
1.450800000000000000e+06,1.145666666666666522e+01
1.454400000000000000e+06,1.105333333333333456e+01
1.458000000000000000e+06,1.194499999999999851e+01
1.461600000000000000e+06,1.136166666666666636e+01
1.465200000000000000e+06,1.144166666666666465e+01
1.468800000000000000e+06,1.226666666666666572e+01
1.472400000000000000e+06,1.267833333333333279e+01
1.476000000000000000e+06,1.212166666666666792e+01
1.479600000000000000e+06,1.156166666666666565e+01
1.483200000000000000e+06,1.117666666666666764e+01
1.486800000000000000e+06,1.038833333333333364e+01
1.490400000000000000e+06,1.058999999999999808e+01
1.494000000000000000e+06,1.168666666666666565e+01
1.497600000000000000e+06,1.117499999999999893e+01
1.501200000000000000e+06,1.083999999999999808e+01
1.504800000000000000e+06,9.445000000000002061e+00
1.508400000000000000e+06,8.478333333333333499e+00
1.512000000000000000e+06,8.186666666666665648e+00
1.515600000000000000e+06,7.806666666666665755e+00
1.519200000000000000e+06,7.513333333333332753e+00
1.522800000000000000e+06,7.696666666666668100e+00
1.526400000000000000e+06,6.804999999999999716e+00
1.530000000000000000e+06,6.141666666666668384e+00
1.533600000000000000e+06,5.881666666666666821e+00
1.537200000000000000e+06,5.934999999999999609e+00
1.540800000000000000e+06,5.466666666666665897e+00
1.544400000000000000e+06,4.928333333333333677e+00
1.548000000000000000e+06,4.254999999999999893e+00
1.551600000000000000e+06,3.338333333333333375e+00
1.555200000000000000e+06,4.376666666666666039e+00
1.558800000000000000e+06,6.550000000000000711e+00
1.562400000000000000e+06,7.101666666666666572e+00
1.566000000000000000e+06,8.113333333333335062e+00
1.569600000000000000e+06,8.560000000000000497e+00
1.573200000000000000e+06,7.679999999999999716e+00
1.576800000000000000e+06,8.060000000000000497e+00
1.580400000000000000e+06,7.995000000000000107e+00
1.584000000000000000e+06,8.538333333333332220e+00
1.587600000000000000e+06,9.320000000000000284e+00
1.591200000000000000e+06,9.238333333333331510e+00
1.594800000000000000e+06,9.793333333333331225e+00
1.598400000000000000e+06,7.234999999999999432e+00
1.602000000000000000e+06,5.831666666666666998e+00
1.605600000000000000e+06,8.318333333333333357e+00
1.609200000000000000e+06,8.839999999999999858e+00
1.612800000000000000e+06,8.074999999999999289e+00
1.616400000000000000e+06,8.716666666666666785e+00
1.620000000000000000e+06,7.900000000000001243e+00
1.623600000000000000e+06,7.498333333333332185e+00
1.627200000000000000e+06,7.978333333333334387e+00
1.630800000000000000e+06,8.528333333333334210e+00
1.634400000000000000e+06,8.446666666666667211e+00
1.638000000000000000e+06,8.473333333333334494e+00
1.641600000000000000e+06,9.401666666666667282e+00
1.645200000000000000e+06,9.595000000000000639e+00
1.648800000000000000e+06,9.616666666666667140e+00
1.652400000000000000e+06,9.150000000000000355e+00
1.656000000000000000e+06,1.070166666666666622e+01
1.659600000000000000e+06,1.172999999999999865e+01
1.663200000000000000e+06,1.027333333333333343e+01
1.666800000000000000e+06,9.383333333333332860e+00
1.670400000000000000e+06,6.701666666666667105e+00
1.674000000000000000e+06,6.466666666666667673e+00
1.677600000000000000e+06,7.544999999999999041e+00
1.681200000000000000e+06,6.620000000000000107e+00
1.684800000000000000e+06,5.815000000000000391e+00
1.688400000000000000e+06,6.043333333333333890e+00
1.692000000000000000e+06,6.706666666666666998e+00
1.695600000000000000e+06,7.968333333333332824e+00
1.699200000000000000e+06,7.620000000000000107e+00
1.702800000000000000e+06,4.828333333333333144e+00
1.706400000000000000e+06,2.091666666666666341e+00
1.710000000000000000e+06,1.361666666666666581e+00
1.713600000000000000e+06,1.626666666666666705e+00
1.717200000000000000e+06,2.484999999999999876e+00
1.720800000000000000e+06,3.398333333333333428e+00
1.724400000000000000e+06,3.723333333333332718e+00
1.728000000000000000e+06,6.813333333333332575e+00
1.731600000000000000e+06,7.940000000000000391e+00
1.735200000000000000e+06,9.938333333333332575e+00
1.738800000000000000e+06,8.354999999999998650e+00
1.742400000000000000e+06,6.824999999999999289e+00
1.746000000000000000e+06,6.171666666666666856e+00
1.749600000000000000e+06,5.453333333333333144e+00
1.753200000000000000e+06,5.033333333333333215e+00
1.756800000000000000e+06,4.788333333333333997e+00
1.760400000000000000e+06,5.321666666666666323e+00
1.764000000000000000e+06,4.701666666666667105e+00
1.767600000000000000e+06,4.156666666666666288e+00
1.771200000000000000e+06,4.844999999999999751e+00
1.774800000000000000e+06,4.288333333333333108e+00
1.778400000000000000e+06,1.990000000000000213e+00
1.782000000000000000e+06,2.998333333333333073e+00
1.785600000000000000e+06,4.715000000000000746e+00
1.789200000000000000e+06,3.613333333333333286e+00
1.792800000000000000e+06,2.145000000000000018e+00
1.796400000000000000e+06,1.849999999999999867e+00
1.800000000000000000e+06,1.933333333333333348e+00
1.803600000000000000e+06,1.641666666666666829e+00
1.807200000000000000e+06,1.668333333333333224e+00
1.810800000000000000e+06,1.263333333333333197e+00
1.814400000000000000e+06,2.213333333333333375e+00
1.818000000000000000e+06,2.314999999999999947e+00
1.821600000000000000e+06,2.663333333333333552e+00
1.825200000000000000e+06,4.704999999999999183e+00
1.828800000000000000e+06,8.078333333333333144e+00
1.832400000000000000e+06,7.679999999999999716e+00
1.836000000000000000e+06,7.621666666666666146e+00
1.839600000000000000e+06,8.980000000000002203e+00
1.843200000000000000e+06,1.041999999999999993e+01
1.846800000000000000e+06,9.610000000000001208e+00
1.850400000000000000e+06,8.586666666666667780e+00
1.854000000000000000e+06,7.786666666666666181e+00
1.857600000000000000e+06,7.241666666666667140e+00
1.861200000000000000e+06,7.403333333333333321e+00
1.864800000000000000e+06,8.293333333333333002e+00
1.868400000000000000e+06,7.811666666666667425e+00
1.872000000000000000e+06,7.621666666666667034e+00
1.875600000000000000e+06,6.553333333333331900e+00
1.879200000000000000e+06,4.565000000000000391e+00
1.882800000000000000e+06,3.696666666666666767e+00
1.886400000000000000e+06,2.234999999999999876e+00
1.890000000000000000e+06,1.541666666666666963e+00
1.893600000000000000e+06,1.136666666666666714e+00
1.897200000000000000e+06,1.276666666666666616e+00
1.900800000000000000e+06,2.028333333333333321e+00
1.904400000000000000e+06,3.573333333333333695e+00
1.908000000000000000e+06,5.198333333333333250e+00
1.911600000000000000e+06,6.026666666666666394e+00
1.915200000000000000e+06,6.655000000000000249e+00
1.918800000000000000e+06,7.296666666666666856e+00
1.922400000000000000e+06,7.413333333333333108e+00
1.926000000000000000e+06,7.445000000000000284e+00
1.929600000000000000e+06,7.434999999999999609e+00
1.933200000000000000e+06,7.968333333333333712e+00
1.936800000000000000e+06,9.558333333333333570e+00
1.940400000000000000e+06,9.106666666666667354e+00
1.944000000000000000e+06,8.998333333333333073e+00
1.947600000000000000e+06,1.075833333333333286e+01
1.951200000000000000e+06,1.243999999999999950e+01
1.954800000000000000e+06,1.231333333333333435e+01
1.958400000000000000e+06,1.082499999999999751e+01
1.962000000000000000e+06,1.105833333333333535e+01
1.965600000000000000e+06,1.065333333333333421e+01
1.969200000000000000e+06,9.640000000000000568e+00
1.972800000000000000e+06,8.320000000000000284e+00
1.976400000000000000e+06,7.371666666666666146e+00
1.980000000000000000e+06,7.125000000000000000e+00
1.983600000000000000e+06,7.413333333333333108e+00
1.987200000000000000e+06,8.395000000000001350e+00
1.990800000000000000e+06,9.728333333333333499e+00
1.994400000000000000e+06,1.092999999999999972e+01
1.998000000000000000e+06,1.218666666666666742e+01
2.001600000000000000e+06,1.247666666666666835e+01
2.005200000000000000e+06,1.069666666666666721e+01
2.008800000000000000e+06,9.348333333333334494e+00
2.012400000000000000e+06,1.050000000000000178e+01
2.016000000000000000e+06,1.198000000000000220e+01
2.019600000000000000e+06,1.031666666666666643e+01
2.023200000000000000e+06,7.653333333333333321e+00
2.026800000000000000e+06,8.780000000000001137e+00
2.030400000000000000e+06,9.634999999999999787e+00
2.034000000000000000e+06,1.006666666666666465e+01
2.037600000000000000e+06,9.986666666666666359e+00
2.041200000000000000e+06,8.856666666666667354e+00
2.044800000000000000e+06,6.200000000000000178e+00
2.048400000000000000e+06,5.488333333333333286e+00
2.052000000000000000e+06,4.363333333333333286e+00
2.055600000000000000e+06,3.253333333333333410e+00
2.059200000000000000e+06,5.794999999999999041e+00
2.062800000000000000e+06,7.356666666666666465e+00
2.066400000000000000e+06,7.041666666666666963e+00
2.070000000000000000e+06,7.363333333333333286e+00
2.073600000000000000e+06,7.561666666666666536e+00
2.077200000000000000e+06,1.165000000000000036e+01
2.080800000000000000e+06,1.428000000000000114e+01
2.084400000000000000e+06,1.254333333333333478e+01
2.088000000000000000e+06,1.257333333333333236e+01
2.091600000000000000e+06,1.302166666666666650e+01
